SAMPLE_ACC,SAMPLE_DESCRIPTION,DESCRIPTION,SITE_DESCRIPTION,REGION,HABITAT_NAME,biome_label,biome_id,environmental_material_label,environmental_material_id,environmental_feature_label,environmental_feature_id,suggest new terms
CAM_SMPL_SRA022193,MF_DCDF1 - Dehalobium chlorocoercia DF-1,,saline water,South Carolina,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,,,
CAM_SMPL_SRA022194,MF_ROS217 - Roseovarius sp. 217,,Coastal seawater,British Isles,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_SRA022195,MF_PTD2 - Pseudoalteromonas tunicata D2,,saline water,Sweden,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,,,
CAM_SMPL_SRA022196,MF_GPB2148 - Gammaproteobacterium HTCC2148,,saline water,West Coast of North America,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,,,
CAM_SMPL_SRA022197,MF_SI859A1 - Aurantimonas sp. SI85-9A1,,saline water,Western North America,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,,,
CAM_SMPL_SRA022198,MB2000JD298_1,,Coastal water,USA,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,bay,ENVO:00000032,
CAM_SMPL_SRA022199,MB2000JD298_2,,Coastal water,USA,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,bay,ENVO:00000032,
CAM_SMPL_SRA022200,MB2001JD115_1,,Coastal water,USA,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,bay,ENVO:00000032,
CAM_SMPL_SRA022201,MB2001JD115_2,,Coastal water,USA,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,bay,ENVO:00000032,
CAM_SMPL_SRA022202,MB2001JD135_1,,Coastal water,USA,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,bay,ENVO:00000032,
CAM_SMPL_SRA022204,MB2001JD135_2,,Coastal water,USA,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,bay,ENVO:00000032,
CAM_SMPL_SRA022206,Time1-Bag1-DNA,,Coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_SRA022813,,,Coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_SRA023092,,,Coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_SRA023093,,,Coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_SRA023094,,,Coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_SRA023095,,,Coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_SRA023096,,,Coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_SRA023097,,,Coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20174,FN56,,coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20176,FN57,,coastal,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20185,DMSP1.1,,Costal Sea Water,North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20186,DMSP1.2,,Costal Sea Water,North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20187,DMSP2.1,,Costal Sea Water,North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20188,DMSP2.2,,Costal Sea Water,North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20189,VANA1.1,,Costal Sea Water,North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20190,VANA1.2,,Costal Sea Water,North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20191,VANA2.1,,Costal Sea Water,North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20192,VANA2.2,,Costal Sea Water,North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20193,37058,,Coastal,West Coast of North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20194,37058,,Coastal,West Coast of North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20195,37058,,Coastal,West Coast of North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20196,HTCC2148,,Coastal,West Coast of North America,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_20198,BBC - Bay of British Columbia,,saline water,Bay Of British Columbia,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,bay,ENVO:00000032,
CAM_SMPL_TA_20200,GOM - Gulf of Mexico,,saline water,Gulf Of Mexico,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,bay,ENVO:00000032,
CAM_SMPL_TA_20201,GOM - Gulf of Mexico,,saline water,Gulf Of Mexico,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,bay,ENVO:00000032,
CAM_SMPL_TA_20202,GOM - Gulf of Mexico,,saline water,Gulf Of Mexico,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,bay,ENVO:00000032,
CAM_SMPL_TA_20203,GOM - Gulf of Mexico,,saline water,Gulf Of Mexico,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,bay,ENVO:00000032,
CAM_SMPL_TA_34837,Coastal Synechococcus Metagenome - Unfiltered,,Costal Water,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_34853,Coastal Synechococcus Metagenome - Unfiltered,,Costal Water,,saline water,neritic pelagic zone biome,ENVO:01000032,coastal water,ENVO:00002150,coastal water body,ENVO:02000049,
CAM_SMPL_TA_34857,Tampa Bay Phage,,seawater,,saline water,neritic pelagic zone biome,ENVO:01000032,sea water,ENVO:00002149,bay,ENVO:00000032,
CAM_SMPL_TA_34861,S_35155 - Pacific Equatorial Divergence Province,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34865,S_35162 - Pacific North Equatorial,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34889,S_35163 - Pacific North Equatorial,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34893,S_35171  - Pacific North Equatorial Countercurrent,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean current,ENVO:00000147,
CAM_SMPL_TA_34899,S_35179 - North Pacific Tropical Gyre,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34901,GS112,,Open Ocean,Indian Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34913,0.1um sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34915,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34966,0.1um sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34968,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34972,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34977,0.1um sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_34995,MID barcoded 0.8um and 3.0um filters from the same station,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35001,MID barcoded 0.8um and 3.0um filters from the same station,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35007,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35010,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35016,0.1um sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35018,MID barcoded 0.8um and 3.0um filters from the same station,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35024,MID barcoded 0.8um and 3.0um filters from the same station,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35028,0.1um sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35034,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35038,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35076,0.1um sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35080,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35108,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TA_35119,0.1um sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20174,0.1um sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20176,0.1um sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20185,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20186,larger filter MID barcode sequencing,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20187,MID barcoded 0.8um and 3.0um filters from the same station,,marine habitat,Open Ocean Transect,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20188,MID barcoded 0.8um and 3.0um filters from the same station,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20189,MID barcoded 0.8um and 3.0um filters from the same station,,marine habitat,Southern Ocean,marine habitat,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20190,,,open ocean,North Pacific Subtropical Gyre,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20191,,,open ocean,North Pacific Subtropical Gyre,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20192,S_20154 - West Tropical Atlantic Province,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20193,S_20162 - North Atlantic Tropical Gyre,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CAM_SMPL_TE_20194,TA_20173 - West Tropical Atlantic Province,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20195,TA_20179 - North Atlantic Tropical Gyre,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20196,TA_20197 - West Tropical Atlantic Province,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20198,TA_20199 - West Tropical Atlantic Province,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20200,TA_34838 - West Tropical Atlantic Province,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20201,TA_34840 - West Tropical Atlantic Province,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,ocean,ENVO:00000015,
CAM_SMPL_TE_20202,TA_34871 - South Pacific Subtropical Gyre,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CAM_SMPL_TE_20203,TA_34877 - South Pacific Subtropical Gyre,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CAM_SMPL_TE_34837,TA35194  South Pacific Subtropical Gyre,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CAM_SMPL_WHALEFALLBONE,TA_35197 - South Pacific Subtropical Gyre,,Open ocean,ENVO:00000015,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CAM_SMPL_WHALEFALLMAT,BATS216_20m_Shotgun,,open ocean,Bermuda time Series BATS Station 20m,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,oceanic island,ENVO:00000222,
CAM_SMPL_WHALEFALLRIB,BATS216_50m_Shotgun,,open ocean,Bermuda time Series BATS Station 50m,saline water,ocean biome,ENVO:01000048,sea water,ENVO:00002149,oceanic island,ENVO:00000222,
CCMP1764_SMPL_RCC472,,Synechococcus sp. WH8109,marine habitat,Sargasso Sea,marine habitat,ocean biome,ENVO:01000048,,,,,
CELLCAPTURE_SMPL_BC3,DEEPMED - Mediterranean Bathypelagic Habitat,,Warm Bathypelagic,Mediterranean Sea,saline water,oceanic bathypelagic zone biome,ENVO:01000037,sea water,ENVO:00002149,sea,ENVO:00000016,
CELLCAPTURE_SMPL_MDA,DEEPMED - Mediterranean Bathypelagic Habitat,,Warm Bathypelagic,Mediterranean Sea,saline water,oceanic bathypelagic zone biome,ENVO:01000037,sea water,ENVO:00002149,sea,ENVO:00000016,
CHICKENCECUM_SMPL_CHICKEN_CECUM_A,"HF200_10-06-02 - HOT station ALOHA, 200 m",,below base of euphotic zone,North Pacific Subtropical Gyre,saline water,oceanic bathypelagic zone biome,ENVO:01000037,sea water,ENVO:00002149,marine palegic feature,ENVO:01000044,
CHICKENCECUM_SMPL_CHICKEN_CECUM_B,,seawater,1000 m deep in Atlantic Ocean,near BATS,saline water,oceanic mesopelagic zone biome,ENVO:01000036,sea water,ENVO:00002149,marine palegic feature,ENVO:01000044,
CORALMETAGENOME_SMPL_BOCASPAMIC092105_SRX000216,,seawater,1000 m deep in Atlantic Ocean,near BATS,saline water,oceanic mesopelagic zone biome,ENVO:01000036,sea water,ENVO:00002149,marine palegic feature,ENVO:01000044,
CORALMETAGENOME_SMPL_CONPORCOMPHAWMIC0206_SRX000244,AntarcticaAquatic_9,,Open ocean,ENVO:00000015,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
CORALMETAGENOME_SMPL_CONPORCOMPHAWVIR0206_SRX000238,S_35131 - South Pacific Subtropical Gyre,,Open ocean,ENVO:00000015,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_DOCPORCOMPHAWMIC0206_SRX000246,S_35139 - South Pacific Subtropical Gyre,,Open ocean,ENVO:00000015,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_DOCPORCOMPHAWVIR0206_SRX000240,S_35147 - South Pacific Subtropical Gyre,,Open ocean,ENVO:00000015,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_NUTPORCOMPHAWMIC0206_SRX000248,BATS-174-1,,Ocean Gyre,North Atlantic Spring Bloom,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_NUTPORCOMPHAWVIR0206_SRX000242,BATS-174-2,,Ocean Gyre,North Atlantic Spring Bloom,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_PHPORCOMPHAWMIC0206_SRX000247,BATS-179-1,,Ocean Gyre,North Atlantic Spring Bloom,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_PHPORCOMPHAWVIR0206_SRX000241,BATS-179-2,,Ocean Gyre,North Atlantic Spring Bloom,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_T0PORTCOMHAWMIC022306_SRX000243,BATS-167-0,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_T0PORTCOMHAWVIR022306_SRX000237,BATS-167-120,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_TEMPPORCOMPHAWMIC0206_SRX000245,BATS-167-160,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
CORALMETAGENOME_SMPL_TEMPPORCOMPHAWVIR0206_SRX000239,BATS-167-200,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
DAYNIGHT_SMPL_METATRANSCRIPTOMIC_DAY,BATS-167-250,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
DAYNIGHT_SMPL_METATRANSCRIPTOMIC_NIGHT,BATS-167-40,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
DEEPMED_SMPL_KM3_20041117,BATS-167-80,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
DEEPMED_SMPL_KM3_20041117,BATS-173-40,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
DICE_SMPL_DICE_C1,BATS-173-120,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
DICE_SMPL_DICE_C2,BATS-174a-80,,Ocean Gyre,,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
DICE_SMPL_DICE_E1,,,Open Ocean- DCM,,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
DICE_SMPL_DICE_E2,,,Open Ocean- DCM,,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
EPIBIONTMETAGENOME_SMPL_EPIBIONT,,,Open Ocean- DCM,,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
FLAS_SMPL_CR30-2002,,,Open Ocean- Surface,,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
FOSSILMETAGENOME_SMPL_FOSSILMETAGENOME,,,Open Ocean- Surface,,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_S_20154,,,Open Ocean- Surface,,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_S_20162,Station ALOHA; North Pacific Subtropical Gyre,seawater,oligotrophic ocean,Pacific Ocean,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
GENEEXPRESSION_SMPL_TA_20173,Station ALOHA; North Pacific Subtropical Gyre,seawater,oligotrophic ocean,Pacific Ocean,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
GENEEXPRESSION_SMPL_TA_20179,Station ALOHA; North Pacific Subtropical Gyre,seawater,oligotrophic ocean,Pacific Ocean,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
GENEEXPRESSION_SMPL_TA_20197,water mass: LDW (Lower Deep Water); Romanche Fractur Zone,seawater,water mass: LDW (Lower Deep Water); Romanche Fractur Zone,Atlantic:Equatorial,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_TA_20199,Station ALOHA; North Pacific Subtropical Gyre,seawater,oligotrophic ocean,Pacific Ocean,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,oceanic gyre,ENVO:01000074,
GENEEXPRESSION_SMPL_TA_34838,Cyanophage 8018-8,Seawater,Subtropical Open Ocean,Atlantic: W Sargasso Sea,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_TA_34840,Cyanophage 8109-2,Seawater,,Atlantic: W Sargasso Sea,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,,,
GENEEXPRESSION_SMPL_TA_34871,Cyanophage SS120-1,Seawater,Subtropical Open Ocean,Atlantic: BATS,saline water,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_TA_34877,Synechococcus WH7803 S-SKS1,,,North Atlantic,marine habitat,oceanic pelagic zone biome,ENVO:01000033,,,,,
GENEEXPRESSION_SMPL_TA_34921,Cyanophage 9312-10a,,Subtropical Open Ocean,Atlantic: BATS,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_TA_34960,Cyanophage 9515-11a,,Subtropical Open Ocean,Atlantic: BATS,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_TA_35115,Cyanophage NATL2A-14,,Subtropical Open Ocean,Atlantic: BATS,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_TA_35117,Cyanophage NATL2A-3,,Subtropical Open Ocean,Atlantic: BATS,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_TA_35194,Vibrio sp. SWAT-3 SIO-2,seawater,coastal North Pacific,Pacific,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
GENEEXPRESSION_SMPL_TA_35197,,seawater,subarctic open ocean,Pacific Ocean,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,,,
GUTLS_WRM_ELBA_SMPL_20040501,,seawater,subarctic open ocean,Pacific Ocean,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
HF_SMPL_BATS216_20M_SG,,seawater,"upper midwater, sub-euphotic zone",Pacific Ocean: Southern California Bight,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
HF_SMPL_BATS216_50M_SG,,seawater,"upper midwater, sub-euphotic zone",Pacific Ocean: Southern California Bight,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
HF_SMPL_HOT179_125M_CDNA,,seawater,"upper midwater, sub-euphotic zone",Pacific Ocean: Southern California Bight,marine habitat,oceanic pelagic zone biome,ENVO:01000033,sea water,ENVO:00002149,ocean,ENVO:00000015,
